,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,6,6,6,6,2,5,8.85,0.9875,0.0132,20.25,0.3755,2.8,2.079,56.9745
9,3,3,4,2,3,3,2,3,7.949999999999999,0.8875,0.00068805,8.25,0.14,1.198,10.5,172.64999999999998
8,1,1,0,1,1,1,2,1,6.1485,0.7625,0.002085,6.7425,0.297,4.8,23.1,863.25
7,0,0,0,1,0,0,1,1,6.449999999999999,0.7875000000000001,0.003475,14.25,0.16599999999999998,1.6,6.300000000000001,1093.45
6,0,0,0,0,0,0,1,0,6.75,0.8125,0.0048649999999999995,9.75,0.192,2.0,14.7,287.75
5,0,0,0,0,0,0,1,0,7.050000000000001,0.8374999999999999,0.00625,11.25,0.2185,2.4000000000000004,35.7,402.85
4,0,0,0,0,0,0,1,0,7.35,0.8625,0.007635,12.75,0.245,3.2,39.9,517.95
3,0,0,0,0,0,0,0,0,7.65,0.9125000000000001,0.009025,15.75,0.271,3.5999999999999996,18.9,633.05
2,0,0,0,0,0,0,0,0,8.25,0.9375,0.010409999999999999,17.25,0.323,4.0,27.299999999999997,748.1500000000001
1,0,0,0,0,0,0,0,0,8.55,0.9624999999999999,0.011800000000000001,18.75,0.349,4.4,31.5,978.35
