,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,7,2,2,2,2,3,5.999499999999999,0.9999,-0.0001,42.95,0.3855,14.100000000000001,93.9,2714.476
9,0,0,0,1,1,2,1,2,5.9945,0.9991,-0.0009,38.445499999999996,0.3425,14.7,71.66300000000001,3870.8
8,0,0,0,1,1,2,1,1,5.9955,0.9993,-0.0007,40.25,0.3575,17.7,79.1,4255.6
7,0,0,0,1,1,1,1,1,5.997,0.9995,-0.0005,42.05,0.3715,12.297,86.5,6179.6
6,0,0,0,1,1,0,1,0,5.9985,0.9997,-0.00030000000000000003,44.75,0.3995,12.899999999999999,130.9,3101.2
5,0,0,0,1,1,0,1,0,6.000500000000001,1.0001,0.0001,46.55,0.4065,13.5,138.3,3486.0
4,0,0,0,0,0,0,0,0,6.0015,1.0003,0.00030000000000000003,39.349999999999994,0.35,15.3,101.3,4640.4
3,0,0,0,0,0,0,0,0,6.003,1.0005,0.0005,41.150000000000006,0.3645,15.899999999999999,108.7,5025.200000000001
2,0,0,0,0,0,0,0,0,6.0045,1.0007,0.0007,43.849999999999994,0.3785,16.5,116.1,5410.0
1,0,0,0,0,0,0,0,0,6.0055,1.0009,0.0009,45.650000000000006,0.3925,17.1,123.5,5794.799999999999
