metrics,linear,exponential,powerlaw,quadratic,max_val,max_type
degree,0.272970983228,0.376616055334,0.510078831278,0.234251399225,0.5100788312781688,powerlaw
closeness,0.319186797072,0.599869691478,0.610518961497,0.00562913705838,0.6105189614970363,powerlaw
betweenness,0.0144129376837,0.105874172458,0.110919473036,0.438150647175,0.4381506471745802,quadratic
strength,0.248935582703,0.370424476721,0.557988099103,0.206481846585,0.5579880991032811,powerlaw
eigenvector_centrality,0.135231373342,0.326593243592,0.340058065671,0.26562726263,0.34005806567101826,powerlaw
frequency,0.0525795966226,0.171066568532,0.351663317916,0.689233096976,0.6892330969758154,quadratic
speech_acts,0.0311080023074,0.115128553347,0.319976154366,0.528113869411,0.5281138694113428,quadratic
words,0.0208080647366,0.0698297622862,0.324426583811,0.664284939307,0.6642849393068293,quadratic
