,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,13,26,12,12,17,20,22,11.35,0.5475,0.017325,11.5,0.0341,1.6435,5.851,246.649
9,6,4,2,8,10,3,4,5,2.1385,0.42300000000000004,0.052500000000000005,3.079,0.0795,2.95,15.700000000000001,739.3
8,6,4,2,3,2,3,3,4,6.75,0.506,0.0875,7.300000000000001,0.125,5.550000000000001,25.5,1229.5
7,4,4,1,2,2,2,2,1,9.05,0.5885,0.1925,19.9,0.3065,4.25,54.9,4660.9
6,2,2,1,2,2,2,1,0,4.449999999999999,0.4645,0.3325,36.7,0.4425,8.15,35.3,1719.6999999999998
5,2,2,0,2,1,1,1,0,15.950000000000001,0.6715,0.1225,40.9,0.17049999999999998,6.85,84.30000000000001,2209.9
4,2,1,0,1,1,1,1,0,18.25,0.63,0.1575,15.7,0.2155,9.45,94.1,2700.1
3,1,1,0,1,1,1,0,0,22.85,0.7124999999999999,0.22749999999999998,24.1,0.261,10.75,45.1,3190.3
2,0,1,0,1,1,1,0,0,13.65,0.7949999999999999,0.2625,28.299999999999997,0.35150000000000003,12.05,64.69999999999999,3680.5
1,0,0,0,0,0,1,0,0,20.549999999999997,0.7535000000000001,0.2975,32.5,0.397,13.35,74.5,4170.7
