,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,2,4,2,2,3,2,2,1.9500000000000002,0.48,0.0198,1.8,0.606,1.1485,15.85,898.0
9,1,1,1,1,1,2,1,1,0.1485,0.03168,0.30000000000000004,0.198,0.031581,2.05,2.3365,217.15
8,1,1,1,1,1,1,1,1,1.05,0.352,0.38,1.0,0.0959,3.85,5.050000000000001,558.0
7,1,1,0,1,1,0,1,1,2.85,0.544,0.06,3.0,0.223,1.4500000000000002,7.75,1238.0
6,0,1,0,1,1,0,1,1,0.44999999999999996,0.608,0.1,3.8,0.4145,1.75,26.65,1748.0
5,0,0,0,0,0,0,0,0,0.75,0.096,0.14,0.6000000000000001,0.1595,2.35,10.45,388.0
4,0,0,0,0,0,0,0,0,1.35,0.16,0.18,1.4,0.28700000000000003,2.65,13.15,728.0
3,0,0,0,0,0,0,0,0,1.65,0.224,0.22,2.2,0.351,2.95,18.549999999999997,1068.0
2,0,0,0,0,0,0,0,0,2.25,0.28800000000000003,0.26,2.5999999999999996,0.478,3.25,21.25,1408.0
1,0,0,0,0,0,0,0,0,2.55,0.41600000000000004,0.33999999999999997,3.4000000000000004,0.542,3.55,23.950000000000003,1578.0
