,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,7,2,2,3,3,3,5.75,0.7885,0.009207,3.6435,0.11665,1.198,5.553999999999999,120.5525
9,2,2,2,2,2,3,2,2,3.2475,0.6345000000000001,0.1765,4.949999999999999,0.198,2.0,24.0,840.25
8,2,2,0,2,2,2,2,1,4.75,0.7115,0.02785,10.15,0.35950000000000004,4.8,33.2,361.25
7,2,2,0,2,2,1,1,1,7.75,0.981,0.0464,15.35,0.481,4.0,60.800000000000004,600.75
6,0,0,0,1,1,0,1,1,3.75,0.673,0.065,11.45,0.4,1.6,88.4,1079.75
5,0,0,0,0,0,0,0,1,4.25,0.75,0.08360000000000001,6.25,0.1575,2.4000000000000004,14.799999999999999,2277.25
4,0,0,0,0,0,0,0,0,5.25,0.827,0.10195,7.55,0.2385,2.8,42.4,1319.25
3,0,0,0,0,0,0,0,0,6.25,0.8654999999999999,0.1205,8.85,0.279,3.2,51.6,1558.75
2,0,0,0,0,0,0,0,0,6.75,0.904,0.1395,12.75,0.319,3.5999999999999996,70.0,1798.25
1,0,0,0,0,0,0,0,0,7.25,0.9425,0.158,14.05,0.4405,4.4,79.19999999999999,2037.75
