,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,27,32,65,27,35,44,67,67,6.449999999999999,0.46599999999999997,0.024651,13.200000000000001,0.026136,1.3365,13.068,335.8575
9,18,19,5,26,23,22,3,2,15.05,0.39449999999999996,0.07469999999999999,4.356000000000001,0.0794,4.050000000000001,39.599999999999994,1017.75
8,13,10,2,13,6,3,1,2,10.75,0.32299999999999995,0.1243,22.0,0.185,6.75,66.0,1696.25
7,7,10,1,4,5,1,1,1,19.35,0.538,0.473,30.8,0.1325,9.45,145.2,2374.75
6,6,1,0,2,1,1,1,1,2.1285,0.0354915,0.174,39.6,0.2375,12.15,250.8,6445.75
5,1,1,0,1,1,1,0,0,23.65,0.681,0.224,83.6,0.2905,14.85,92.4,3053.25
4,1,0,0,0,1,1,0,0,40.85,0.10735,0.274,48.4,0.39649999999999996,25.65,118.8,3731.75
3,0,0,0,0,1,0,0,0,27.950000000000003,0.179,0.32399999999999995,57.2,0.502,17.549999999999997,171.60000000000002,4410.25
2,0,0,0,0,0,0,0,0,32.25,0.251,0.3735,66.0,0.3435,20.25,198.0,5088.75
1,0,0,0,0,0,0,0,0,36.55,0.6094999999999999,0.42300000000000004,74.80000000000001,0.4495,22.950000000000003,224.39999999999998,5767.25
