,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,7,5,5,6,5,5,3.75,0.622,0.012177,4.0295,0.0611,2.1385,9.117999999999999,211.5145
9,2,2,1,2,2,1,2,2,2.3465000000000003,0.5455,0.03695,40.95,0.533,6.75,42.0,3470.3500000000004
8,2,2,1,1,1,1,2,2,5.15,0.66,0.1355,8.149999999999999,0.11380000000000001,11.35,124.0,3877.45
7,2,2,1,1,1,1,2,1,8.65,0.89,0.20950000000000002,12.25,0.166,18.25,156.8,1027.75
6,1,1,1,1,1,1,0,1,7.95,0.852,0.23399999999999999,20.45,0.271,20.549999999999997,25.599999999999998,1434.85
5,0,0,0,1,1,1,0,0,3.05,0.584,0.061599999999999995,32.75,0.481,22.85,58.4,620.6500000000001
4,0,0,0,0,0,0,0,0,4.449999999999999,0.6985,0.0862,16.35,0.2185,4.449999999999999,74.8,1841.95
3,0,0,0,0,0,0,0,0,5.85,0.737,0.11075,24.55,0.3235,9.05,91.2,2249.05
2,0,0,0,0,0,0,0,0,6.550000000000001,0.775,0.15999999999999998,28.65,0.376,13.65,107.6,2656.1499999999996
1,0,0,0,0,0,0,0,0,7.25,0.8135,0.1845,36.849999999999994,0.4285,15.950000000000001,140.39999999999998,3063.25
