,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,10,14,37,12,24,25,27,33,10.8,0.4615,0.0267795,2.6830000000000003,0.016038,1.396,6.3955,284.41900000000004
9,9,10,1,12,10,7,5,2,2.386,0.5955,0.29700000000000004,6.1,0.308,3.0,17.35,823.3000000000001
8,9,6,1,7,2,2,3,2,5.199999999999999,0.3275,0.5135000000000001,29.9,0.04865,2.2,28.25,3504.3
7,7,4,0,4,2,2,2,1,8.0,0.39449999999999996,0.08105,33.3,0.11365,4.6,104.55,1895.7
6,2,2,0,3,1,1,1,1,13.6,0.059449999999999996,0.135,9.5,0.14600000000000002,3.8,39.150000000000006,5112.9
5,1,2,0,1,0,1,1,0,16.4,0.5285,0.189,16.3,0.0811,7.0,82.75,1359.5
4,1,1,0,0,0,1,0,0,27.6,0.6625,0.243,12.899999999999999,0.1785,8.6,50.05,2431.9
3,0,0,0,0,0,0,0,0,19.200000000000003,0.12664999999999998,0.351,19.7,0.21100000000000002,5.4,60.95,2968.1
2,0,0,0,0,0,0,0,0,22.0,0.1935,0.405,23.1,0.243,6.199999999999999,71.85,4040.5
1,0,0,0,0,0,0,0,0,24.799999999999997,0.2605,0.45899999999999996,26.5,0.27549999999999997,7.8,93.65,4576.700000000001
