,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,7,13,6,5,6,7,7,2.5445,0.6045,0.0196515,17.35,0.032255,3.5500000000000003,15.899500000000002,194.9415
9,5,3,1,5,3,5,5,4,9.149999999999999,0.4315,0.05955,5.0295,0.26849999999999996,1.8415000000000001,76.25,960.25
8,2,2,1,2,2,3,2,2,8.05,0.5615,0.0992,9.149999999999999,0.127,5.25,46.150000000000006,1341.9499999999998
7,2,2,1,2,2,1,1,2,10.25,0.6475,0.218,29.65,0.2215,8.65,106.35,1723.65
6,1,1,1,1,2,1,1,2,3.6500000000000004,0.475,0.377,21.45,0.4105,10.35,256.85,3632.15
5,1,1,0,1,1,1,1,0,6.95,0.7344999999999999,0.139,41.95,0.07955,17.15,286.95,578.55
4,1,1,0,0,1,0,0,0,12.45,0.8205,0.1785,13.25,0.316,6.949999999999999,136.45,2105.35
3,0,0,0,0,1,0,0,0,4.75,0.5185,0.258,25.55,0.4575,12.05,166.55,2487.05
2,0,0,0,0,0,0,0,0,5.85,0.6910000000000001,0.2975,33.75,0.1745,13.75,196.64999999999998,2868.75
1,0,0,0,0,0,0,0,0,11.350000000000001,0.7775000000000001,0.33699999999999997,37.849999999999994,0.36350000000000005,15.45,226.75,3250.45
