,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,9,3,3,4,3,2,8.8,0.889,0.005247,45.599999999999994,0.2815,13.7,172.4,246.076
9,1,1,1,2,2,2,2,2,2.396,0.5775,0.07974999999999999,32.8,0.373,5.9,18.246,713.2
8,1,1,1,2,1,2,2,2,7.199999999999999,0.7555000000000001,0.10085,39.2,0.053250000000000006,18.9,80.0,2107.6
7,1,1,0,1,1,1,1,2,8.0,0.8445,0.01595,7.168,0.09915,3.287,49.199999999999996,2572.4
6,1,1,0,1,1,1,1,1,9.6,0.978,0.0266,13.600000000000001,0.19,8.5,141.6,1642.8000000000002
5,0,0,0,1,1,1,1,1,3.2,0.622,0.0372,20.0,0.236,26.7,203.2,3502.0
4,0,0,0,1,1,0,1,1,4.0,0.6665,0.047850000000000004,64.8,0.32699999999999996,11.100000000000001,295.6,4431.6
3,0,0,0,0,1,0,0,0,4.800000000000001,0.711,0.058499999999999996,26.4,0.46399999999999997,16.3,110.80000000000001,1178.0
2,0,0,0,0,0,0,0,0,5.6,0.8,0.0691,52.0,0.14450000000000002,21.5,234.0,3037.2
1,0,0,0,0,0,0,0,0,6.4,0.9335,0.0904,58.400000000000006,0.4185,24.1,264.8,3966.8
