,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,10,10,11,8,7,11,16,17,22.15,0.979,0.00131175,16.25,0.11095,1.1485,22.334500000000002,379.6155
9,7,7,5,5,5,6,2,3,18.75,0.8089999999999999,0.01455,40.849999999999994,0.267,2.95,108.75,7285.55
8,2,3,4,4,4,4,2,2,11.95,0.681,0.02515,44.95,0.29300000000000004,3.85,324.25,1150.35
7,2,2,2,3,3,3,2,1,20.450000000000003,0.8935,0.006614999999999999,12.149999999999999,0.0849,2.05,410.45,3451.05
6,1,1,1,2,2,0,1,1,6.8415,0.596,0.0039700000000000004,28.55,0.189,1.4500000000000002,65.65,4217.95
5,1,1,1,1,1,0,1,0,10.25,0.6385000000000001,0.0225,8.029499999999999,0.058800000000000005,1.75,281.15,1917.25
4,1,0,0,1,1,0,0,0,13.65,0.7235,0.00927,36.75,0.137,2.35,151.85000000000002,2684.1499999999996
3,0,0,0,0,1,0,0,0,8.55,0.7665,0.0119,20.35,0.241,2.65,194.95,4984.85
2,0,0,0,0,0,0,0,0,15.35,0.851,0.0172,24.45,0.16299999999999998,3.25,238.05,5751.75
1,0,0,0,0,0,0,0,0,17.049999999999997,0.9365,0.01985,32.650000000000006,0.21500000000000002,3.55,367.35,6518.65
