,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,9,7,5,5,7,7,10,14.3,0.841,0.0008414999999999999,27.6,0.317,1.099,4.96,330.4665
9,6,4,5,4,4,6,2,4,11.5,0.6765,0.01615,10.8,0.2505,1.9,13.0,2063.45
8,2,2,4,4,3,5,2,2,1.693,0.09949999999999999,0.00766,22.0,0.1165,2.9,21.0,910.0500000000001
7,1,2,2,2,2,0,2,1,7.3,0.759,0.00596,2.386,0.016533,1.2999999999999998,37.0,1486.75
6,0,1,0,2,2,0,2,1,3.0999999999999996,0.5940000000000001,0.0025499999999999997,19.200000000000003,0.21700000000000003,1.5,45.0,5523.65
5,0,0,0,1,1,0,1,0,4.5,0.1825,0.004255,8.0,0.08335000000000001,1.7000000000000002,29.0,2640.15
4,0,0,0,0,1,0,1,0,5.9,0.265,0.009355,5.199999999999999,0.15000000000000002,2.1,61.0,3216.85
3,0,0,0,0,0,0,1,0,8.7,0.347,0.01105,13.6,0.05005,2.3,77.0,3793.55
2,0,0,0,0,0,0,0,0,10.100000000000001,0.4295,0.012750000000000001,16.4,0.1835,2.5,53.0,4370.25
1,0,0,0,0,0,0,0,0,12.899999999999999,0.512,0.01445,24.799999999999997,0.2835,2.7,69.0,4946.950000000001
