,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,12,13,20,9,12,16,17,15,8.25,0.5845,0.02673,8.0,0.041749999999999995,1.495,4.4155,83.1905
9,7,4,1,3,4,2,1,2,5.25,0.6295,0.135,3.99,0.09659999999999999,2.5,11.350000000000001,235.85000000000002
8,1,2,1,3,2,1,1,2,3.7424999999999997,0.4955,0.513,6.0,0.531,4.5,25.15,1451.05
7,1,1,0,3,1,1,1,1,9.75,0.4505,0.081,10.0,0.151,7.5,45.849999999999994,387.75
6,1,1,0,3,1,1,1,1,17.25,0.6739999999999999,0.189,18.0,0.20500000000000002,9.5,59.650000000000006,539.65
5,0,1,0,1,1,1,1,1,6.75,0.8525,0.243,22.0,0.314,10.5,66.55,1147.25
4,0,0,0,0,1,0,0,0,11.25,0.54,0.29700000000000004,12.0,0.477,3.5,18.25,691.55
3,0,0,0,0,0,0,0,0,12.75,0.7184999999999999,0.351,14.0,0.2595,5.5,32.05,843.45
2,0,0,0,0,0,0,0,0,14.25,0.7635000000000001,0.405,16.0,0.368,6.5,38.95,995.3499999999999
1,0,0,0,0,0,0,0,0,15.75,0.808,0.45899999999999996,20.0,0.4225,8.5,52.75,1299.15
