,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,5,17,9,7,13,14,14,4.25,0.5549999999999999,0.015444,4.3265,0.0248945,1.891,11.988999999999999,400.38599999999997
9,5,4,2,5,7,4,3,5,7.25,0.435,0.04675,9.05,0.07285,5.5,56.5,1207.1999999999998
8,3,4,1,3,2,2,2,1,13.25,0.515,0.0779,37.25,0.16799999999999998,18.1,34.3,2010.0
7,2,3,1,2,2,1,2,1,5.75,0.635,0.17149999999999999,13.75,0.216,3.6999999999999997,211.9,2812.8
6,2,2,1,2,2,1,1,1,16.25,0.595,0.2025,46.65,0.40700000000000003,9.1,78.69999999999999,6024.0
5,1,2,1,1,1,1,1,1,2.7425,0.7949999999999999,0.2965,18.450000000000003,0.3115,12.7,123.1,7629.6
4,1,1,0,1,1,1,0,0,8.75,0.475,0.10925,23.15,0.359,14.5,100.9,3615.6
3,1,1,0,0,1,0,0,0,10.25,0.675,0.1405,27.85,0.45499999999999996,7.3,145.3,4418.4
2,1,1,0,0,0,0,0,0,14.75,0.715,0.23349999999999999,32.55,0.12034999999999998,10.9,167.5,5221.200000000001
1,0,0,0,0,0,0,0,0,11.75,0.755,0.265,41.95,0.264,16.3,189.7,6826.799999999999
