,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,13,12,31,24,12,30,31,34,19.05,0.602,0.0087615,16.7,0.1265,1.198,3.168,322.88849999999996
9,12,12,2,6,12,3,2,2,15.95,0.648,0.07975,4.079,0.15949999999999998,4.8,9.600000000000001,978.4499999999999
8,6,4,1,3,6,2,2,1,3.5345,0.4635,0.04425,41.9,0.02755,2.0,22.4,1630.75
7,5,4,1,1,3,2,1,1,31.45,0.879,0.062,8.3,0.3245,2.8,28.8,6196.85
6,1,2,1,1,2,1,1,0,9.75,0.51,0.0973,20.9,0.1925,4.0,35.2,2283.05
5,1,1,1,1,1,0,1,0,25.25,0.556,0.11499999999999999,29.299999999999997,0.06065,1.6,60.8,2935.35
4,0,1,1,1,1,0,0,0,6.6499999999999995,0.6945,0.16799999999999998,33.5,0.2585,2.4000000000000004,16.0,3587.65
3,0,1,0,1,1,0,0,0,12.850000000000001,0.741,0.02655,37.7,0.2915,3.2,41.599999999999994,4239.950000000001
2,0,1,0,0,0,0,0,0,22.15,0.833,0.133,12.5,0.09355,3.5999999999999996,48.0,4892.25
1,0,0,0,0,0,0,0,0,28.35,0.787,0.1505,25.1,0.22549999999999998,4.4,54.400000000000006,5544.549999999999
