,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,5,3,3,3,4,4,6.1,0.719,0.00405405,8.98,0.08235,3.485,14.385,441.11650000000003
9,3,3,3,2,3,2,2,2,9.7,0.981,0.07780000000000001,41.0,0.4295,18.5,60.5,2138.75
8,2,2,1,2,2,1,2,2,6.7,0.7565,0.012295,45.0,0.391,6.5,106.5,8065.65
7,1,1,1,1,1,1,2,1,4.297,0.6435,0.0205,13.0,0.1595,9.5,221.5,1292.0500000000002
6,1,1,1,1,1,1,1,1,4.9,0.681,0.045,17.0,0.198,12.5,175.5,2985.45
5,1,1,0,1,1,1,0,1,9.100000000000001,0.9065000000000001,0.028650000000000002,25.0,0.27549999999999997,21.5,37.5,4678.85
4,0,0,0,1,0,1,0,0,5.5,0.7935000000000001,0.0368,33.0,0.121,27.5,83.5,3832.15
3,0,0,0,0,0,1,0,0,7.3,0.831,0.0532,21.0,0.2365,30.5,129.5,5525.549999999999
2,0,0,0,0,0,0,0,0,7.8999999999999995,0.869,0.061399999999999996,29.0,0.314,15.5,152.5,6372.25
1,0,0,0,0,0,0,0,0,8.5,0.9435,0.0696,37.0,0.35250000000000004,24.5,198.5,7218.950000000001
