,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,7,4,4,7,7,7,4.0,0.6910000000000001,0.028264499999999998,4.0,0.3795,1.099,2.1879999999999997,46.372
9,3,3,1,3,3,1,1,1,3.198,0.6545000000000001,0.5425,3.198,0.23399999999999999,2.9,23.8,817.2
8,1,1,0,1,1,0,0,0,6.8,0.982,0.08555,6.8,0.4955,1.2999999999999998,4.6,132.39999999999998
7,0,0,0,0,0,0,0,0,3.5999999999999996,0.727,0.14250000000000002,3.5999999999999996,0.2635,1.5,7.0,218.0
6,0,0,0,0,0,0,0,0,4.4,0.7635000000000001,0.2,4.4,0.2925,1.7000000000000002,9.399999999999999,303.6
5,0,0,0,0,0,0,0,0,4.8,0.8,0.2575,4.8,0.3215,1.9,11.8,389.2
4,0,0,0,0,0,0,0,0,5.2,0.8365,0.3145,5.2,0.35050000000000003,2.1,14.2,474.8
3,0,0,0,0,0,0,0,0,5.6,0.873,0.37150000000000005,5.6,0.4085,2.3,16.6,560.4000000000001
2,0,0,0,0,0,0,0,0,6.0,0.909,0.4285,6.0,0.4375,2.5,19.0,646.0
1,0,0,0,0,0,0,0,0,6.4,0.9455,0.48550000000000004,6.4,0.4665,2.7,21.4,731.5999999999999
