,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,5,3,3,5,5,5,4.7,0.6965,0.012375,3.4355,0.0549,1.99,8.4745,309.0485
9,3,3,3,2,2,2,2,2,7.1,0.8075,0.0625,23.75,0.4515,14.0,144.45,1552.75
8,2,2,1,1,1,1,1,1,2.297,0.5475,0.1125,6.35,0.10445,8.0,38.75,932.4499999999999
7,1,1,1,1,1,1,1,1,4.1,0.585,0.2375,9.25,0.154,12.0,114.25,4654.25
6,1,1,0,1,1,1,1,1,7.7,0.8815,0.037500000000000006,15.05,0.253,20.0,129.35,5894.85
5,0,0,0,1,1,0,0,0,2.9000000000000004,0.6225,0.0875,26.65,0.402,4.0,23.65,2173.05
4,0,0,0,1,1,0,0,0,3.5,0.6595,0.1375,29.55,0.501,6.0,53.849999999999994,2793.35
3,0,0,0,0,0,0,0,0,5.3,0.7335,0.16249999999999998,12.149999999999999,0.20350000000000001,10.0,68.95,3413.65
2,0,0,0,0,0,0,0,0,5.9,0.7705,0.1875,17.95,0.30300000000000005,16.0,84.05,4033.9500000000003
1,0,0,0,0,0,0,0,0,6.5,0.8445,0.21250000000000002,20.85,0.35250000000000004,18.0,99.15,5274.549999999999
