,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,2,3,8,4,4,6,6,6,1.4455,0.528,0.0141075,2.2375,0.0954,1.693,5.4055,299.122
9,2,2,2,3,3,2,3,3,3.25,0.45199999999999996,0.04275,14.75,0.34299999999999997,3.0999999999999996,23.25,837.4000000000001
8,2,2,1,2,2,2,1,2,5.05,0.604,0.09975,4.75,0.0458,8.7,14.350000000000001,1373.0
7,2,2,1,2,1,2,1,1,6.85,0.6799999999999999,0.157,7.25,0.14500000000000002,11.5,41.05,2444.2
6,2,2,1,2,1,1,1,1,8.649999999999999,0.756,0.1855,19.75,0.1945,7.3,49.95,4051.0
5,1,1,1,1,1,1,1,1,2.3499999999999996,0.5660000000000001,0.271,24.75,0.2935,14.3,76.65,5122.2
4,1,1,0,0,1,0,1,0,4.15,0.718,0.07125000000000001,9.75,0.4425,4.5,85.55,1908.6
3,1,1,0,0,1,0,0,0,7.75,0.7935000000000001,0.1285,12.25,0.492,5.9,32.15,2979.8
2,1,0,0,0,0,0,0,0,9.55,0.49,0.21400000000000002,17.25,0.244,10.100000000000001,58.849999999999994,3515.3999999999996
1,0,0,0,0,0,0,0,0,5.95,0.642,0.2425,22.25,0.393,12.899999999999999,67.75,4586.6
