,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,8,3,3,3,5,4,10.0,0.673,0.006731999999999999,10.75,0.2915,1.6435,3.2175,51.5295
9,3,3,3,3,2,2,3,4,6.4,0.7195,0.0339,21.25,0.03445,2.95,9.75,156.14999999999998
8,3,3,2,2,2,2,2,2,12.4,0.859,0.07465,3.7325,0.0775,4.25,55.25,468.45
7,2,1,1,2,2,2,2,2,8.8,0.4395,0.02035,28.25,0.12045,5.550000000000001,61.75,780.75
6,1,1,1,2,2,2,1,1,1.594,0.533,0.11549999999999999,35.25,0.20600000000000002,8.15,16.25,260.25
5,1,1,1,1,2,2,1,1,2.8,0.5795,0.129,7.25,0.42000000000000004,9.45,35.75,572.55
4,1,1,0,1,1,2,1,1,7.6,0.6265000000000001,0.0475,14.25,0.16349999999999998,13.35,42.25,884.8499999999999
3,1,1,0,1,1,1,1,1,11.2,0.766,0.0611,24.75,0.3345,10.75,48.75,988.95
2,0,1,0,1,1,0,0,0,4.0,0.8125,0.0882,31.75,0.3775,6.85,22.75,364.35
1,0,0,0,0,0,0,0,0,5.199999999999999,0.48650000000000004,0.10200000000000001,17.75,0.2485,12.05,29.25,676.6500000000001
