,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,4,9,4,3,4,6,6,6.5,0.6845,0.0055934999999999995,33.15,0.09715,8.5,29.1965,391.834
9,2,2,2,3,3,3,2,3,5.5,0.6,0.0737,19.75,0.14100000000000001,5.9,60.050000000000004,947.8000000000001
8,2,2,2,2,3,2,2,2,7.5,0.642,0.09634999999999999,39.85,0.446,11.100000000000001,90.75,1501.0
7,2,2,1,1,2,2,2,1,8.5,0.727,0.06235,6.3165,0.053250000000000006,18.9,152.15,2054.2
6,2,2,1,1,2,1,1,1,10.5,0.8115,0.1075,13.049999999999999,0.22799999999999998,3.287,121.45,3160.6
5,2,2,0,1,2,1,1,1,11.5,0.854,0.017,26.450000000000003,0.27149999999999996,13.7,182.85,4267.0
4,1,1,0,1,0,1,1,1,2.495,0.47250000000000003,0.02835,53.25,0.1845,21.5,305.65,5373.4
3,1,0,0,1,0,1,0,0,4.5,0.515,0.039650000000000005,59.95,0.315,26.7,213.55,2607.4
2,0,0,0,1,0,0,0,0,3.5,0.5575,0.051000000000000004,66.65,0.359,16.3,244.25,3713.8
1,0,0,0,0,0,0,0,0,9.5,0.769,0.08505,46.55,0.40249999999999997,24.1,274.95000000000005,4820.200000000001
