,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,5,16,11,11,14,14,13,12.4,0.485,0.0076230000000000004,7.5,0.0741,1.594,7.3855,231.0565
9,5,5,5,5,4,2,3,4,6.4,0.5175000000000001,0.14650000000000002,2.287,0.03145,5.199999999999999,71.95,692.05
8,5,4,1,3,3,2,2,3,7.6,0.6805,0.0539,17.9,0.41300000000000003,6.4,33.25,1609.4499999999998
7,4,2,1,3,2,2,2,2,1.594,0.42000000000000004,0.1002,25.7,0.201,12.4,59.05,1150.75
6,1,2,1,1,1,1,1,1,2.8,0.4525,0.131,15.3,0.11665,2.8,20.35,2985.55
5,1,2,0,1,1,1,1,1,4.0,0.648,0.023100000000000002,23.1,0.2435,7.6,110.65,4361.65
4,1,1,0,0,1,1,1,0,8.8,0.3875,0.0385,4.9,0.3285,8.8,123.55,2068.15
3,0,1,0,0,1,1,0,0,5.199999999999999,0.5505,0.0693,10.100000000000001,0.371,10.0,46.150000000000006,2526.85
2,0,1,0,0,0,0,0,0,10.0,0.583,0.0847,12.7,0.159,4.0,84.85,3444.25
1,0,1,0,0,0,0,0,0,11.2,0.6154999999999999,0.11549999999999999,20.5,0.28600000000000003,11.2,97.75,3902.95
