,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,11,3,3,5,4,4,11.5,0.743,0.0101475,3.673,0.03088,1.99,9.712000000000002,265.41900000000004
9,2,2,3,3,3,3,4,4,1.693,0.522,0.03075,41.5,0.368,6.0,45.0,804.3000000000001
8,2,2,1,2,2,3,2,3,7.3,0.61,0.0513,9.100000000000001,0.07315,8.0,27.400000000000002,1340.5
7,2,1,1,2,2,3,2,2,14.3,0.5660000000000001,0.1335,14.5,0.11510000000000001,12.0,62.6,2949.1
6,1,1,1,2,2,2,2,1,3.0999999999999996,0.654,0.195,25.3,0.28400000000000003,4.0,115.4,1876.7
5,1,1,0,2,1,1,1,1,5.9,0.6985,0.07185,36.099999999999994,0.157,20.0,97.8,4021.5
4,1,1,0,2,1,0,1,1,8.7,0.787,0.09255,52.3,0.199,10.0,150.60000000000002,4557.700000000001
3,1,1,0,1,1,0,1,1,10.100000000000001,0.831,0.11299999999999999,19.9,0.2415,14.0,168.2,5093.9
2,1,1,0,0,1,0,0,0,12.899999999999999,0.875,0.154,30.7,0.32599999999999996,16.0,80.2,2412.9
1,0,1,0,0,1,0,0,0,4.5,0.919,0.1745,46.900000000000006,0.41000000000000003,18.0,133.0,3485.3
