,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,10,23,8,19,13,15,14,6.6,0.443,0.034353,2.1385,0.0227055,1.4455,4.5045,151.91549999999998
9,6,6,4,7,3,8,4,6,3.4000000000000004,0.403,0.10420000000000001,4.449999999999999,0.4235,2.3499999999999996,13.649999999999999,460.34999999999997
8,6,5,1,7,2,2,3,5,5.0,0.48250000000000004,0.1735,9.05,0.06745,3.25,22.75,767.25
7,4,3,1,3,1,2,2,2,1.792,0.32399999999999995,0.659,18.25,0.11185,5.05,31.85,1687.95
6,4,3,0,2,1,1,2,2,8.2,0.5615,0.2425,11.35,0.2455,4.15,77.35,2915.55
5,1,1,0,1,1,1,1,0,9.8,0.3635,0.312,15.950000000000001,0.29000000000000004,5.95,50.05,1074.15
4,1,1,0,1,1,1,1,0,16.2,0.6799999999999999,0.38149999999999995,22.85,0.3345,8.649999999999999,68.25,1381.05
3,0,0,0,0,1,1,1,0,11.399999999999999,0.522,0.45099999999999996,6.75,0.379,9.55,86.45,1994.8500000000001
2,0,0,0,0,0,0,0,0,13.0,0.601,0.5205,13.65,0.1565,6.85,40.95,2301.75
1,0,0,0,0,0,0,0,0,14.600000000000001,0.6405000000000001,0.5895,20.549999999999997,0.201,7.75,59.150000000000006,2608.6499999999996
