,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,3,8,5,6,6,8,11,6.1,0.584,0.005247,7.861000000000001,0.03335,2.1385,11.1475,216.4045
9,4,3,5,5,3,3,5,2,10.3,0.66,0.01585,15.700000000000001,0.0755,4.449999999999999,31.75,1076.75
8,4,3,3,3,2,3,3,2,14.5,0.6985,0.03695,31.3,0.11725000000000001,6.75,93.25,1505.85
7,2,3,2,2,2,2,2,2,8.899999999999999,0.852,0.0475,39.1,0.159,11.35,113.75,1934.95
6,2,2,1,2,2,2,1,1,15.9,0.5455,0.0264,62.5,0.243,15.950000000000001,52.25,647.6500000000001
5,2,2,1,1,2,2,1,1,17.3,0.775,0.0686,23.5,0.32699999999999996,22.85,134.25,2364.05
4,1,2,1,1,2,1,1,1,4.6930000000000005,0.8135,0.1005,46.9,0.41100000000000003,9.05,195.75,3222.25
3,1,1,0,1,1,1,0,1,11.7,0.622,0.05805,70.30000000000001,0.201,13.65,72.75,4080.45
2,1,1,0,1,1,1,0,0,13.100000000000001,0.737,0.07915,78.1,0.369,20.549999999999997,154.75,2793.1499999999996
1,0,1,0,0,0,0,0,0,7.5,0.89,0.0897,54.7,0.28500000000000003,18.25,175.25,3651.3500000000004
