,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,5,4,4,4,5,5,8.85,0.9875,0.00164835,7.584,0.45399999999999996,1.495,11.801,235.3195
9,3,3,5,3,3,2,2,2,7.050000000000001,0.8125,0.03165,36.4,0.09179999999999999,10.5,91.1,2313.6499999999996
8,2,2,0,1,1,1,2,1,6.1485,0.7625,0.005,17.2,0.132,2.5,150.5,1967.55
7,0,0,0,1,1,1,1,1,6.449999999999999,0.7875000000000001,0.008335,23.6,0.21300000000000002,5.5,190.1,2659.75
6,0,0,0,1,1,1,0,1,6.75,0.8374999999999999,0.01165,33.2,0.33299999999999996,8.5,31.700000000000003,3351.95
5,0,0,0,0,0,1,0,0,7.35,0.8625,0.015,10.8,0.1725,9.5,51.5,583.1500000000001
4,0,0,0,0,0,0,0,0,7.65,0.8875,0.018349999999999998,14.0,0.253,3.5,71.3,929.25
3,0,0,0,0,0,0,0,0,7.949999999999999,0.9125000000000001,0.021650000000000003,20.4,0.29300000000000004,4.5,110.9,1275.35
2,0,0,0,0,0,0,0,0,8.25,0.9375,0.025,26.799999999999997,0.3735,6.5,130.7,1621.45
1,0,0,0,0,0,0,0,0,8.55,0.9624999999999999,0.02835,30.0,0.41400000000000003,7.5,170.3,3005.8500000000004
