,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,6,14,10,10,10,9,9,1.5445,0.478,0.0212355,3.376,0.033565,2.1879999999999997,6.742,176.42049999999998
9,3,4,2,2,2,3,2,2,5.95,0.44,0.279,17.8,0.369,9.399999999999999,30.0,1707.45
8,2,3,1,2,1,2,2,1,11.45,0.6295,0.4075,22.6,0.146,7.0,53.2,483.84999999999997
7,1,2,0,1,1,1,1,1,2.6500000000000004,0.781,0.06435,13.0,0.2575,19.0,18.4,789.75
6,1,1,0,1,1,1,1,1,4.85,0.516,0.1074,32.2,0.313,23.8,41.599999999999994,1095.65
5,1,1,0,1,1,0,1,1,9.25,0.7050000000000001,0.1505,46.6,0.42500000000000004,4.6,88.0,1401.55
4,0,0,0,0,1,0,1,1,3.75,0.554,0.1935,8.2,0.5369999999999999,11.8,111.2,2625.1499999999996
3,0,0,0,0,0,0,0,1,7.05,0.592,0.2365,27.4,0.0899,14.2,64.8,2931.05
2,0,0,0,0,0,0,0,0,8.149999999999999,0.667,0.3215,37.0,0.202,16.6,76.4,2013.3500000000001
1,0,0,0,0,0,0,0,0,10.350000000000001,0.743,0.36450000000000005,41.8,0.481,21.4,99.6,2319.25
