,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,7,12,5,4,6,14,14,8.2,0.5720000000000001,0.006039,3.98,0.0220275,2.3499999999999996,3.96,62.1225
9,3,5,3,4,3,5,2,2,3.4000000000000004,0.732,0.01825,8.0,0.06675,1.4455,52.0,1066.75
8,3,3,2,3,3,3,2,2,6.6,0.49150000000000005,0.030399999999999996,12.0,0.111,3.25,76.0,1192.25
7,3,3,2,3,3,2,1,1,14.600000000000001,0.6519999999999999,0.06685,20.0,0.1555,4.15,12.0,188.25
6,2,2,1,2,3,2,1,1,1.792,0.0896,0.0547,16.0,0.4225,8.649999999999999,36.0,439.25
5,2,1,1,1,2,1,1,1,11.399999999999999,0.8125,0.11549999999999999,24.0,0.2445,5.95,60.0,815.75
4,2,0,0,1,2,1,0,0,13.0,0.17049999999999998,0.04255,32.0,0.28900000000000003,6.85,20.0,313.75
3,1,0,0,1,1,1,0,0,9.8,0.251,0.079,36.0,0.2,9.55,28.0,564.75
2,1,0,0,1,0,0,0,0,16.2,0.33099999999999996,0.09115,40.0,0.3335,5.05,44.0,690.25
1,0,0,0,0,0,0,0,0,5.0,0.41100000000000003,0.1031,28.0,0.378,7.75,68.0,941.25
