,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,10,10,12,10,10,12,11,11,14.3,0.7475,0.00155925,13.55,0.10225000000000001,1.1485,27.027,370.45799999999997
9,6,6,6,6,6,6,3,3,21.3,0.9804999999999999,0.02995,43.15,0.306,3.85,245.7,7109.8
8,4,4,4,3,3,3,2,2,19.9,0.9025000000000001,0.0142,35.75,0.255,2.95,81.9,4116.2
7,2,2,1,2,2,2,2,2,8.693,0.6305000000000001,0.01103,9.8315,0.0766,2.05,354.9,4864.6
6,1,1,0,1,1,0,2,1,15.7,0.7865,0.00473,20.950000000000003,0.15300000000000002,1.4500000000000002,409.5,1122.6
5,0,0,0,1,1,0,2,1,10.100000000000001,0.6695,0.007885,28.35,0.20400000000000001,1.75,518.7,1871.0
4,0,0,0,0,0,0,1,1,11.5,0.7084999999999999,0.01735,17.25,0.1275,2.35,136.5,2619.3999999999996
3,0,0,0,0,0,0,0,1,12.899999999999999,0.825,0.0205,24.65,0.1785,2.65,191.10000000000002,3367.8
2,0,0,0,0,0,0,0,1,17.1,0.8634999999999999,0.02365,32.05,0.22949999999999998,3.25,300.3,6361.4
1,0,0,0,0,0,0,0,0,18.5,0.9415,0.0268,39.45,0.28049999999999997,3.55,464.1,5613.0
