,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,6,4,3,5,8,10,6.800000000000001,0.62,0.005197500000000001,4.99,0.12,1.198,2.584,54.094
9,3,3,3,3,3,4,2,1,9.2,0.7,0.0158,13.0,0.4405,2.0,12.2,155.8
8,3,3,3,2,2,2,1,1,11.6,0.78,0.09989999999999999,9.0,0.156,4.0,5.800000000000001,358.20000000000005
7,2,3,1,2,2,1,1,1,5.199999999999999,0.98,0.026350000000000002,21.0,0.2625,2.8,15.4,965.4
6,1,1,0,1,1,1,1,0,4.396,0.66,0.03685,7.0,0.1915,4.8,31.4,257.0
5,1,0,0,1,1,0,0,0,6.0,0.74,0.0474,23.0,0.22699999999999998,1.6,9.0,459.4
4,0,0,0,0,1,0,0,0,7.6,0.8200000000000001,0.05795,11.0,0.29800000000000004,2.4000000000000004,18.6,560.6
3,0,0,0,0,0,0,0,0,8.4,0.86,0.06845000000000001,15.0,0.33399999999999996,3.2,21.799999999999997,661.8
2,0,0,0,0,0,0,0,0,10.0,0.9,0.07894999999999999,17.0,0.3695,3.5999999999999996,25.0,763.0
1,0,0,0,0,0,0,0,0,10.8,0.94,0.0895,19.0,0.405,4.4,28.200000000000003,864.2
