,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,2,3,2,2,4,4,8.75,0.9165000000000001,0.0027522,7.376,0.06625,4.485,16.65,1450.25
9,2,2,2,2,1,2,3,2,5.75,0.7164999999999999,0.00833,21.799999999999997,0.11485000000000001,7.5,34.85,2008.75
8,2,2,2,1,1,2,1,2,6.75,0.7835000000000001,0.03055,17.0,0.1635,10.5,7.5045,5359.75
7,2,2,2,1,1,2,1,1,9.75,0.9835,0.0528,26.6,0.212,16.5,25.75,330.4575
6,1,1,1,1,1,1,1,1,5.2475000000000005,0.683,0.0139,31.4,0.26049999999999995,13.5,62.150000000000006,891.75
5,1,1,1,1,1,1,1,1,7.75,0.85,0.025,36.2,0.309,19.5,89.45,2567.25
4,0,0,1,1,1,1,0,0,6.25,0.75,0.0361,41.0,0.35750000000000004,31.5,43.95,3125.75
3,0,0,0,1,1,0,0,0,7.25,0.8165,0.019450000000000002,50.6,0.406,22.5,53.05,3684.25
2,0,0,0,0,1,0,0,0,8.25,0.8835,0.04165,12.2,0.4545,25.5,71.25,4242.75
1,0,0,0,0,1,0,0,0,9.25,0.95,0.047200000000000006,45.8,0.503,28.5,80.35,4801.25
