,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,11,8,22,12,10,18,16,19,2.8415,0.46399999999999997,0.0361845,3.6830000000000003,0.032330000000000005,2.089,7.286499999999999,290.91150000000005
9,6,6,2,6,6,3,4,3,4.550000000000001,0.5125,0.10955,7.1000000000000005,0.0835,4.300000000000001,20.049999999999997,881.5500000000001
8,5,4,1,4,4,1,2,1,6.25,0.4155,0.6945,10.5,0.2865,6.5,45.45,1469.25
7,2,3,0,1,2,1,2,1,9.65,0.5609999999999999,0.1825,17.3,0.1345,8.7,121.65,3820.0499999999997
6,1,2,0,1,2,1,1,1,18.15,0.6094999999999999,0.2555,27.5,0.48950000000000005,19.700000000000003,32.75,5583.15
5,0,1,0,1,1,1,0,0,7.95,0.36650000000000005,0.32899999999999996,34.3,0.2355,21.9,58.15,2056.95
4,0,1,0,0,0,0,0,0,11.35,0.8035,0.40249999999999997,13.899999999999999,0.185,10.9,70.85,2644.65
3,0,0,0,0,0,0,0,0,13.05,0.658,0.47550000000000003,20.7,0.3375,13.1,83.55000000000001,3232.35
2,0,0,0,0,0,0,0,0,14.75,0.7065,0.5485,24.1,0.38849999999999996,15.299999999999999,96.25,4407.75
1,0,0,0,0,0,0,0,0,16.45,0.755,0.6214999999999999,30.9,0.439,17.5,108.94999999999999,4995.450000000001
