,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,4,9,5,5,6,4,5,3.2,0.4675,0.0112365,3.2375,0.0462,1.693,11.6425,200.9605
9,3,3,3,3,2,3,4,3,4.0,0.5005,0.2155,5.75,0.09215000000000001,11.5,33.25,998.75
8,2,2,1,3,2,2,2,2,2.396,0.5985,0.034,20.75,0.32099999999999995,4.5,183.75,2590.3500000000004
7,2,2,1,2,2,1,2,1,4.800000000000001,0.7615000000000001,0.056650000000000006,15.75,0.45799999999999996,7.3,205.25,600.8499999999999
6,2,1,1,2,1,1,1,1,9.6,0.533,0.1245,25.75,0.138,8.7,54.75,1396.65
5,1,1,0,0,1,1,1,1,5.6,0.631,0.07930000000000001,8.25,0.1835,10.100000000000001,119.25,2192.45
4,1,1,0,0,1,1,1,1,8.0,0.6965,0.1018,10.75,0.275,14.3,140.75,2988.25
3,1,1,0,0,1,0,0,1,8.8,0.729,0.14750000000000002,13.25,0.41200000000000003,3.0999999999999996,76.25,3784.05
2,0,0,0,0,0,0,0,0,6.4,0.5655,0.16999999999999998,18.25,0.22899999999999998,5.9,97.75,1794.55
1,0,0,0,0,0,0,0,0,7.199999999999999,0.6635,0.1925,23.25,0.3665,12.899999999999999,162.25,3386.1499999999996
