,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,53,44,133,53,105,111,112,111,19.75,0.4325,0.0220275,15.850000000000001,0.0198265,1.594,11.296000000000001,277.705
9,34,35,2,37,11,7,9,9,12.25,0.471,0.06675,5.9005,0.057550000000000004,2.8,32.2,839.5
8,30,25,1,27,6,5,5,6,4.7125,0.394,0.111,25.75,0.09515000000000001,6.4,53.0,1957.5
7,10,14,1,8,5,4,3,5,27.25,0.5475,0.1555,35.65,0.16999999999999998,5.199999999999999,73.8,1398.5
6,6,10,1,7,5,3,3,2,42.25,0.356,0.4225,45.55,0.2825,4.0,157.0,2516.5
5,4,6,0,2,4,3,2,2,34.75,0.509,0.2,55.45,0.1325,8.8,115.4,3075.5
4,1,2,0,2,1,2,2,2,72.25,0.586,0.2445,75.25,0.32,10.0,198.6,4193.5
3,0,1,0,1,1,1,1,1,49.75,0.3175,0.28900000000000003,65.35,0.35750000000000004,7.6,94.6,5311.5
2,0,1,0,1,0,1,1,0,57.25,0.6625000000000001,0.3335,95.05,0.20750000000000002,11.2,177.8,3634.5
1,0,0,0,0,0,1,0,0,64.75,0.624,0.378,85.15,0.245,12.4,136.2,4752.5
