,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,4,9,4,4,7,5,4,9.65,0.5854999999999999,0.009157499999999999,3.9405,0.07680000000000001,1.198,11.425,327.0775
9,2,3,1,3,3,3,2,2,3.3465,0.843,0.0647,5.85,0.1184,4.0,26.5,1198.25
8,2,2,1,3,2,2,2,2,4.050000000000001,0.6715,0.08315,17.25,0.368,4.8,86.5,2936.25
7,2,2,1,1,2,1,1,2,6.15,0.757,0.157,11.55,0.41000000000000003,2.0,41.5,4239.75
6,2,1,1,1,1,0,1,1,8.25,0.643,0.1755,19.15,0.2435,1.6,116.5,763.75
5,1,1,0,1,1,0,1,1,4.75,0.8145,0.027749999999999997,21.05,0.4515,2.4000000000000004,131.5,2067.25
4,1,0,0,0,0,0,1,1,8.95,0.6145,0.04625,7.75,0.16,2.8,146.5,3370.75
3,0,0,0,0,0,0,0,0,5.449999999999999,0.7,0.1017,9.649999999999999,0.202,3.2,56.5,1632.75
2,0,0,0,0,0,0,0,0,6.85,0.7284999999999999,0.12,13.45,0.28500000000000003,3.5999999999999996,71.5,2501.75
1,0,0,0,0,0,0,0,0,7.550000000000001,0.7855000000000001,0.1385,15.350000000000001,0.3265,4.4,101.5,3805.25
