,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,13,13,28,10,10,21,25,34,27.4,0.7215,0.0038412000000000003,27.450000000000003,0.0567,1.396,8.029,227.5715
9,8,10,8,9,9,6,8,5,16.6,0.5914999999999999,0.0349,14.049999999999999,0.11305,2.2,22.299999999999997,685.55
8,6,7,4,7,8,6,7,3,5.782,0.8514999999999999,0.0194,34.15,0.14100000000000001,3.0,36.5,1596.9499999999998
7,6,6,3,6,6,5,3,1,31.0,0.505,0.02715,7.3165,0.02835,3.8,50.7,1141.25
6,5,6,1,4,4,3,1,1,34.599999999999994,0.765,0.01163,47.55,0.22599999999999998,6.199999999999999,64.9,2052.65
5,3,1,1,2,3,2,1,1,38.2,0.5485,0.0737,20.75,0.2825,8.6,135.9,4331.15
4,2,1,0,2,2,1,0,0,13.0,0.6785,0.04265,40.85,0.198,4.6,79.1,2508.35
3,1,1,0,2,2,1,0,0,9.399999999999999,0.895,0.0504,54.25,0.254,7.0,93.30000000000001,2964.05
2,1,0,0,2,1,0,0,0,23.8,0.635,0.05815,60.95,0.16949999999999998,5.4,107.5,3419.75
1,0,0,0,1,0,0,0,0,20.2,0.8085,0.0659,67.65,0.08495,7.8,121.7,3875.45
