,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,15,24,39,22,20,31,32,36,8.25,0.5349999999999999,0.0184635,6.6000000000000005,0.0632,1.2000000000000002,4.553999999999999,193.149
9,9,10,3,8,9,4,8,4,4.949999999999999,0.45299999999999996,0.0559,11.0,0.0208395,2.8,13.799999999999999,585.3
8,9,3,1,5,7,3,3,2,11.55,0.3705,0.1305,2.1780000000000004,0.14750000000000002,2.0,23.0,975.5
7,5,3,1,3,3,2,1,1,1.6335,0.6174999999999999,0.16749999999999998,15.4,0.23199999999999998,0.396,59.800000000000004,1365.6999999999998
6,2,2,1,3,3,1,1,1,14.85,0.040788,0.354,19.8,0.358,3.6,87.4,2536.3
5,2,2,0,2,2,1,0,1,18.15,0.7,0.09325,41.8,0.10515,5.199999999999999,32.2,3706.9
4,1,1,0,1,1,1,0,0,24.75,0.7825,0.20500000000000002,28.6,0.4,6.0,41.4,1755.9
3,1,0,0,1,0,1,0,0,28.049999999999997,0.1237,0.2425,37.400000000000006,0.19,6.800000000000001,50.6,2146.1
2,1,0,0,0,0,1,0,0,31.35,0.20600000000000002,0.27949999999999997,24.2,0.274,7.6,69.0,2926.5
1,0,0,0,0,0,0,0,0,21.450000000000003,0.28800000000000003,0.3165,33.0,0.316,4.4,78.19999999999999,3316.7
