,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,11,11,11,5,5,5,6,5,12.9,0.9935,0.002215,34.8,0.32,2.05,43.224000000000004,659.205
9,2,2,3,3,3,5,2,3,11.9,0.9265000000000001,0.00011533499999999999,22.8,0.21000000000000002,3.85,194.0,5701.5
8,1,1,0,3,3,3,2,2,11.099,0.8734999999999999,0.0003495,30.0,0.276,2.95,269.2,4442.5
7,0,0,0,1,1,1,2,1,11.3,0.8865000000000001,0.0005825,13.188,0.122,1.1485,344.4,1924.5
6,0,0,0,1,1,0,1,1,11.5,0.9,0.0008155,15.600000000000001,0.16599999999999998,1.4500000000000002,419.6,3183.5
5,0,0,0,1,1,0,1,1,11.7,0.9135,0.001051,20.4,0.188,1.75,720.4,9478.5
4,0,0,0,0,0,0,0,1,12.1,0.94,0.0012850000000000001,18.0,0.14400000000000002,2.35,118.80000000000001,11996.5
3,0,0,0,0,0,0,0,0,12.3,0.9535,0.0015149999999999999,25.2,0.23199999999999998,2.65,494.79999999999995,6960.5
2,0,0,0,0,0,0,0,0,12.5,0.9664999999999999,0.001745,27.6,0.254,3.25,570.0,8219.5
1,0,0,0,0,0,0,0,0,12.7,0.98,0.00198,32.4,0.298,3.55,645.2,10737.5
