,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,8,13,9,8,10,7,8,9.05,0.7455,0.0154935,8.5,0.281,1.099,3.871,143.01549999999997
9,3,5,1,2,2,3,2,2,6.35,0.628,0.14100000000000001,5.495,0.1235,1.9,27.1,718.25
8,2,1,1,2,2,2,1,1,5.4455,0.863,0.2975,7.5,0.176,2.9,9.7,431.34999999999997
7,1,1,0,1,1,0,1,1,11.75,0.9804999999999999,0.046950000000000006,11.5,0.202,1.2999999999999998,15.5,1005.15
6,1,0,0,1,1,0,1,1,13.55,0.6675,0.07830000000000001,14.5,0.3335,1.5,32.9,1292.05
5,0,0,0,0,1,0,1,1,7.25,0.7065,0.1095,6.5,0.36,1.7000000000000002,44.5,1578.95
4,0,0,0,0,0,0,1,1,8.15,0.7845,0.1725,9.5,0.15000000000000002,2.1,50.3,2726.55
3,0,0,0,0,0,0,1,0,9.95,0.8235,0.20350000000000001,10.5,0.22849999999999998,2.3,56.1,1865.85
2,0,0,0,0,0,0,0,0,10.850000000000001,0.9025000000000001,0.235,12.5,0.255,2.5,21.299999999999997,2152.75
1,0,0,0,0,0,0,0,0,12.649999999999999,0.9415,0.26649999999999996,13.5,0.307,2.7,38.7,2439.6499999999996
