,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,6,1,2,1,2,2,4.999499999999999,0.9999,-0.0001,11.881,0.3145,7.1385000000000005,285.75,4050.55
9,0,0,0,1,2,1,1,2,4.9955,0.9991,-0.0009,23.299999999999997,0.5395000000000001,11.75,47.1175,7660.05
8,0,0,0,1,1,1,1,1,4.9965,0.9993,-0.0007,27.1,0.134,14.05,73.75,1159.3405
7,0,0,0,1,1,1,1,1,4.9975000000000005,0.9995,-0.0005,34.7,0.4495,20.950000000000003,153.25,1884.8500000000001
6,0,0,0,1,0,1,1,0,4.9985,0.9997,-0.00030000000000000003,42.3,0.1795,23.25,179.75,2606.75
5,0,0,0,1,0,1,0,0,5.000500000000001,1.0001,0.0001,46.1,0.2245,27.85,100.25,3328.6499999999996
4,0,0,0,0,0,0,0,0,5.0015,1.0003,0.00030000000000000003,15.700000000000001,0.26949999999999996,9.45,126.75,4772.45
3,0,0,0,0,0,0,0,0,5.0024999999999995,1.0005,0.0005,19.5,0.35950000000000004,16.35,206.25,5494.35
2,0,0,0,0,0,0,0,0,5.0035,1.0007,0.0007,30.9,0.40449999999999997,18.65,232.75,6216.25
1,0,0,0,0,0,0,0,0,5.0045,1.0009,0.0009,38.5,0.4945,25.549999999999997,259.25,6938.15
