,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,7,12,6,6,6,7,11,2.25,0.6799999999999999,0.0083655,2.376,0.024997500000000002,0.792,6.039,179.3385
9,4,5,3,5,5,3,6,3,14.25,0.52,0.0254,16.8,0.1265,2.4000000000000004,18.299999999999997,543.45
8,3,5,3,2,5,3,3,3,5.25,0.76,0.07615,12.0,0.177,5.6,54.9,905.75
7,3,3,1,2,2,3,2,2,9.75,0.44,0.04235,21.6,0.48,7.2,115.9,1630.35
6,3,1,1,2,1,2,1,1,11.25,0.0396,0.05925,31.200000000000003,0.07575000000000001,4.0,30.5,1268.0500000000002
5,2,1,1,2,1,2,1,1,12.75,0.6000000000000001,0.0933,45.6,0.2275,10.399999999999999,42.7,3079.55
4,1,0,1,1,1,2,1,1,0.7425,0.12,0.1605,7.199999999999999,0.278,15.2,79.30000000000001,3441.85
3,1,0,0,1,1,1,1,0,8.25,0.2,0.10999999999999999,26.4,0.379,13.600000000000001,91.5,1992.65
2,0,0,0,1,0,0,0,0,3.75,0.28,0.1265,36.0,0.3285,8.8,67.1,2354.95
1,0,0,0,0,0,0,0,0,6.75,0.36,0.14350000000000002,40.8,0.4295,12.0,103.69999999999999,2717.25
