,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,6,2,3,3,4,3,4.75,0.781,0.0176715,5.05,0.269,2.0,10.2965,386.631
9,2,2,1,2,2,2,1,2,5.75,0.856,0.125,5.95,0.527,1.198,31.75,842.6999999999999
8,1,1,1,1,1,2,1,1,1.2475,0.519,0.33899999999999997,1.4455,0.0621,4.8,53.15,1750.3000000000002
7,1,1,0,1,1,1,1,1,1.75,0.5934999999999999,0.05355,2.3499999999999996,0.11410000000000001,4.0,95.94999999999999,3565.5
6,1,1,0,1,1,0,1,1,3.75,0.631,0.0892,8.649999999999999,0.372,1.6,106.65,4473.1
5,0,0,0,1,0,0,0,0,2.25,0.5565,0.16099999999999998,9.55,0.1655,2.4000000000000004,21.049999999999997,1296.5
4,0,0,0,0,0,0,0,0,2.75,0.669,0.1965,3.25,0.217,2.8,42.45,2204.1
3,0,0,0,0,0,0,0,0,3.25,0.7064999999999999,0.23199999999999998,4.15,0.3205,3.2,63.85,2657.9
2,0,0,0,0,0,0,0,0,4.25,0.7435,0.268,6.85,0.4235,3.5999999999999996,74.55000000000001,3111.7
1,0,0,0,0,0,0,0,0,5.25,0.8185,0.3035,7.75,0.475,4.4,85.25,4019.3
