,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,7,18,6,5,7,11,14,17.299999999999997,0.6839999999999999,0.0085635,22.25,0.1012,1.7425,10.9495,279.735
9,4,5,3,4,4,4,7,4,13.7,0.7875,0.04325,30.35,0.14100000000000001,3.25,31.150000000000002,835.5
8,4,2,1,3,3,4,2,2,15.5,0.4255,0.0953,6.0095,0.021335,4.75,51.25,1941.5
7,2,2,1,2,2,3,1,1,2.891,0.581,0.16449999999999998,14.149999999999999,0.061450000000000005,7.75,131.64999999999998,2494.5
6,2,2,0,2,2,2,1,1,8.3,0.6325000000000001,0.02595,54.650000000000006,0.30100000000000005,6.25,171.85000000000002,3600.5
5,1,2,0,2,2,1,1,1,6.5,0.736,0.0606,62.75,0.34099999999999997,9.25,191.95,5259.5
4,1,2,0,1,2,1,0,0,11.9,0.839,0.07794999999999999,38.45,0.381,12.25,71.35,1388.5
3,1,1,0,1,1,1,0,0,19.1,0.891,0.11249999999999999,46.55,0.181,15.25,91.45,3047.5
2,0,0,0,1,1,0,0,0,4.699999999999999,0.47750000000000004,0.13,70.85,0.221,10.75,111.55,4153.5
1,0,0,0,1,1,0,0,0,10.1,0.529,0.14750000000000002,78.95,0.261,13.75,151.75,4706.5
