,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,8,11,7,7,7,5,5,15.6,0.841,0.0033858,53.4,0.16899999999999998,4.85,48.5,247.404
9,7,4,3,3,5,4,4,4,17.2,0.8845000000000001,0.0171,42.2,0.349,2.9405,19.355,1128.0
8,2,3,2,3,4,3,3,3,9.2,0.9279999999999999,0.01027,98.19999999999999,0.133,14.350000000000001,77.5,688.8
7,1,2,2,2,2,2,3,3,2.792,0.535,0.0513,8.544,0.025060000000000002,20.05,164.5,4202.4
6,1,2,1,2,1,1,2,1,4.4,0.6659999999999999,0.0581,31.0,0.0971,6.75,135.5,1567.1999999999998
5,1,1,1,2,1,1,2,1,14.0,0.7969999999999999,0.06495000000000001,109.4,0.277,8.65,280.5,2006.4
4,0,0,0,1,0,1,1,1,6.0,0.579,0.0239,87.0,0.061200000000000004,10.55,222.5,2445.6
3,0,0,0,0,0,1,0,1,7.6,0.6225,0.03075,19.799999999999997,0.20500000000000002,12.45,106.5,2884.8
2,0,0,0,0,0,0,0,1,10.8,0.71,0.0376,64.6,0.241,16.25,193.5,3324.0
1,0,0,0,0,0,0,0,0,12.399999999999999,0.7535000000000001,0.04445,75.80000000000001,0.313,18.15,251.5,3763.2
