,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,10,11,24,9,9,24,25,26,16.6,0.65,0.0041382,13.299999999999999,0.07289999999999999,1.495,9.6625,263.2015
9,6,6,5,7,6,2,2,2,13.8,0.79,0.029249999999999998,31.9,0.1056,4.5,62.25,795.5500000000001
8,5,5,2,6,6,2,2,1,22.200000000000003,0.6965,0.0794,19.5,0.17049999999999998,6.5,97.25,1325.25
7,4,4,1,4,3,1,1,1,27.799999999999997,0.9299999999999999,0.01253,50.5,0.04015,2.5,27.25,1854.95
6,3,3,1,3,3,1,1,1,5.386,0.5565,0.0627,7.069,0.26849999999999996,3.5,44.75,2384.65
5,3,3,0,3,3,1,1,1,30.6,0.9764999999999999,0.020900000000000002,62.9,0.3335,7.5,114.75,2914.35
4,2,1,0,1,2,1,1,1,25.0,0.8365,0.037599999999999995,56.7,0.236,8.5,167.25,5033.15
3,0,0,0,0,1,1,0,0,8.2,0.6034999999999999,0.04595,25.700000000000003,0.20350000000000001,10.5,79.75,3444.05
2,0,0,0,0,0,0,0,0,11.0,0.7435,0.0543,38.1,0.138,5.5,132.25,3973.75
1,0,0,0,0,0,0,0,0,19.4,0.8835,0.07105,44.3,0.301,9.5,149.75,4503.450000000001
