,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,4,3,3,4,4,4,2.8,0.5075000000000001,0.023562000000000003,2.75,0.4565,1.2970000000000002,2.1879999999999997,64.9955
9,2,3,2,3,2,2,1,2,4.8,0.6825,0.16649999999999998,5.75,0.2515,1.9000000000000001,7.0,156.35000000000002
8,1,1,1,1,2,1,1,2,1.198,0.3675,0.262,1.2475,0.2925,6.1,9.399999999999999,883.55
7,1,1,1,1,1,1,1,0,2.0,0.5775,0.4525,3.75,0.0871,6.7,21.4,247.25
6,1,0,0,0,0,0,1,0,4.0,0.40249999999999997,0.0714,1.75,0.1285,2.5,23.8,338.15
5,0,0,0,0,0,0,0,0,1.6,0.4375,0.1191,2.25,0.16949999999999998,3.0999999999999996,4.6,429.05
4,0,0,0,0,0,0,0,0,2.4000000000000004,0.47250000000000003,0.214,3.25,0.21050000000000002,3.7,11.8,519.95
3,0,0,0,0,0,0,0,0,3.2,0.5425,0.3095,4.25,0.3335,4.3,14.2,610.8499999999999
2,0,0,0,0,0,0,0,0,3.5999999999999996,0.6125,0.357,4.75,0.3745,4.9,16.6,701.75
1,0,0,0,0,0,0,0,0,4.4,0.6475,0.405,5.25,0.4155,5.5,19.0,792.6500000000001
