,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,5,3,2,3,3,6,5.85,0.6985,0.0108405,8.5,0.07735,3.5940000000000003,12.267,569.9145
9,2,2,2,2,2,3,3,2,3.05,0.5455,0.054849999999999996,4.089,0.17149999999999999,7.199999999999999,18.9,2153.85
8,2,2,2,2,2,1,2,1,7.25,0.775,0.07675,10.7,0.2185,4.800000000000001,25.5,1099.65
7,1,1,1,2,2,1,2,1,2.3465000000000003,0.584,0.0329,15.1,0.35850000000000004,6.0,32.1,1626.75
6,1,1,1,1,2,1,1,1,5.15,0.66,0.20800000000000002,21.700000000000003,0.4995,8.4,71.7,5316.45
5,1,1,0,1,1,1,0,0,7.95,0.852,0.09885,23.9,0.26549999999999996,9.6,38.7,2680.95
4,1,1,0,0,0,1,0,0,8.65,0.89,0.121,6.300000000000001,0.1245,14.4,45.3,3208.05
3,0,0,0,0,0,0,0,0,3.75,0.622,0.14250000000000002,12.9,0.312,10.8,51.900000000000006,3735.1499999999996
2,0,0,0,0,0,0,0,0,4.449999999999999,0.737,0.16399999999999998,17.299999999999997,0.40549999999999997,12.0,58.5,4262.25
1,0,0,0,0,0,0,0,0,6.550000000000001,0.8135,0.186,19.5,0.4525,13.2,65.1,4789.35
