,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,4,6,3,3,3,3,3,1.9000000000000001,0.5615,0.02475,1.9405,0.0764,1.6435,14.871,314.95500000000004
9,2,2,1,1,2,1,1,2,3.0999999999999996,0.654,0.225,3.8499999999999996,0.35950000000000004,2.95,20.700000000000003,424.5
8,1,1,1,1,2,1,1,2,1.2970000000000002,0.885,0.475,7.65,0.5860000000000001,4.25,26.5,1296.5
7,1,1,0,1,1,1,1,1,6.1,0.977,0.07500000000000001,9.55,0.1335,5.550000000000001,43.9,533.5
6,1,0,0,1,0,1,1,0,6.7,0.608,0.125,17.15,0.19,10.75,61.3,642.5
5,0,0,0,1,0,1,1,0,2.5,0.7,0.175,19.05,0.2465,13.35,67.1,751.5
4,0,0,0,0,0,0,0,0,3.7,0.746,0.275,5.75,0.30300000000000005,6.85,32.3,860.5
3,0,0,0,0,0,0,0,0,4.3,0.792,0.32499999999999996,11.45,0.41600000000000004,8.15,38.1,969.5
2,0,0,0,0,0,0,0,0,4.9,0.8385,0.375,13.350000000000001,0.47250000000000003,9.45,49.7,1078.5
1,0,0,0,0,0,0,0,0,5.5,0.931,0.42500000000000004,15.25,0.5295000000000001,12.05,55.5,1187.5
