,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,6,16,10,9,12,14,15,6.550000000000001,0.48050000000000004,0.0101475,4.3265,0.028,1.792,15.85,321.60150000000004
9,3,4,2,4,4,3,3,2,2.6435,0.546,0.07175000000000001,9.05,0.07455,8.2,76.0,974.5500000000001
8,3,4,1,2,3,2,2,2,3.9499999999999997,0.6765,0.051250000000000004,23.15,0.26,3.4000000000000004,46.0,1624.25
7,3,3,1,2,2,2,2,1,5.25,0.5135000000000001,0.133,27.85,0.12084999999999999,6.6,136.0,2273.95
6,3,2,1,2,2,1,1,1,11.75,0.4475,0.1535,32.55,0.35250000000000004,11.399999999999999,226.0,3573.35
5,2,2,1,1,1,1,1,1,7.85,0.7095,0.174,18.450000000000003,0.306,13.0,286.0,4872.75
4,2,1,1,1,1,1,0,1,13.05,0.5785,0.1945,41.95,0.399,14.600000000000001,106.0,6172.15
3,1,1,0,1,1,1,0,0,10.45,0.7424999999999999,0.03075,46.65,0.445,16.2,166.0,2923.65
2,1,0,0,0,0,0,0,0,14.35,0.6114999999999999,0.092,13.75,0.16699999999999998,5.0,196.0,4223.049999999999
1,0,0,0,0,0,0,0,0,9.15,0.644,0.11249999999999999,37.25,0.2135,9.8,256.0,5522.450000000001
