,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,15,9,31,16,16,23,28,31,2.4354999999999998,0.47550000000000003,0.018513,4.366,0.023945,2.0395,10.702,294.9415
9,10,8,5,7,8,6,5,4,11.149999999999999,0.569,0.05605,18.0,0.14700000000000002,4.15,30.400000000000002,879.5500000000001
8,6,7,1,5,3,6,2,1,14.05,0.5225,0.09335,24.799999999999997,0.06509999999999999,6.25,50.0,1461.25
7,4,5,1,4,3,2,2,1,8.25,0.6154999999999999,0.20550000000000002,11.2,0.1875,12.55,187.2,2624.65
6,1,4,1,4,3,1,1,1,5.35,0.4285,0.355,31.6,0.26949999999999996,8.35,69.6,4951.450000000001
5,1,3,0,1,2,1,1,1,19.85,0.3815,0.1305,45.2,0.22849999999999998,20.95,148.0,5533.15
4,1,1,0,1,1,0,0,0,22.75,0.6625000000000001,0.16799999999999998,52.0,0.1063,10.45,89.2,2042.95
3,1,1,0,1,1,0,0,0,28.55,0.7095,0.243,65.6,0.3105,14.649999999999999,108.8,3206.35
2,0,1,0,0,1,0,0,0,16.95,0.8025,0.28049999999999997,38.4,0.35150000000000003,16.75,128.39999999999998,3788.05
1,0,0,0,0,1,0,0,0,25.65,0.756,0.3175,58.8,0.39249999999999996,18.85,167.60000000000002,4369.75
