,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,17,16,41,17,15,30,39,39,17.05,0.618,0.0096525,13.25,0.11035,1.396,8.6725,241.481
9,8,12,3,14,14,7,3,3,8.45,0.519,0.08765,5.7125,0.039,2.2,24.25,727.7
8,8,9,2,7,8,3,3,3,12.75,0.5685,0.029249999999999998,20.75,0.07485,3.0,55.25,2662.9
7,6,4,2,4,3,2,2,1,4.1285,0.6679999999999999,0.0487,28.25,0.14600000000000002,3.8,70.75,1211.5
6,5,3,1,2,3,2,2,1,25.65,0.817,0.185,35.75,0.36,4.6,148.25,1695.3000000000002
5,3,2,0,2,2,2,0,1,38.55,0.469,0.06815,65.75,0.182,7.8,39.75,3630.5
4,1,2,0,1,2,1,0,1,29.950000000000003,0.7175,0.1072,43.25,0.2175,6.199999999999999,86.25,4598.1
3,1,1,0,1,1,1,0,0,42.85,0.9165,0.1265,58.25,0.253,7.0,101.75,2179.1
2,0,0,0,1,1,1,0,0,21.35,0.767,0.14600000000000002,73.25,0.3245,8.6,117.25,3146.7
1,0,0,0,0,0,0,0,0,34.25,0.867,0.16549999999999998,50.75,0.28900000000000003,5.4,132.75,4114.3
