,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,6,3,4,4,5,8,12.75,0.8434999999999999,0.0045738,18.0,0.1205,3.178,22.77,372.14099999999996
9,4,3,6,3,3,3,5,3,11.45,0.7085,0.01387,28.0,0.03475,12.0,69.0,1127.6999999999998
8,3,2,2,3,3,2,3,2,15.35,0.5740000000000001,0.0231,98.0,0.2485,7.6000000000000005,161.0,1879.5
7,2,2,1,2,3,2,1,1,3.6435,0.7535000000000001,0.0416,7.95,0.4195,20.8,115.0,2631.3
6,2,2,1,2,2,2,1,1,8.85,0.7985,0.0601,48.0,0.07765,25.2,299.0,3383.1
5,1,2,1,2,1,2,1,1,10.15,0.9325,0.08779999999999999,58.0,0.2915,42.8,391.0,6390.299999999999
4,0,1,0,1,1,1,1,1,4.949999999999999,0.9775,0.03235,38.0,0.33399999999999996,16.4,437.0,7142.1
3,0,0,0,1,0,1,0,0,6.25,0.619,0.05085,68.0,0.16299999999999998,38.400000000000006,207.0,4134.9
2,0,0,0,0,0,0,0,0,7.55,0.6635,0.06935,78.0,0.20550000000000002,29.6,253.0,4886.700000000001
1,0,0,0,0,0,0,0,0,14.05,0.888,0.0786,88.0,0.3765,34.0,345.0,5638.5
