,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,5,3,4,4,3,4,7.25,0.7655000000000001,0.0505,9.149999999999999,0.2625,2.05,3.2769999999999997,188.60649999999998
9,2,2,3,3,3,4,3,3,5.15,0.5205,0.009999,12.45,0.4115,2.95,12.5,1236.4499999999998
8,2,2,2,2,2,2,3,2,7.95,0.6435,0.0303,2.5445,0.07665,1.1485,17.1,887.75
7,1,2,1,1,1,1,1,1,2.3465000000000003,0.8474999999999999,0.192,5.85,0.1885,3.85,26.3,539.05
6,1,1,0,1,1,0,1,1,3.05,0.8885000000000001,0.07064999999999999,6.95,0.3745,1.4500000000000002,44.7,3328.65
5,1,0,0,1,0,0,0,0,8.65,0.5615,0.09085,10.25,0.1142,1.75,7.8999999999999995,1585.15
4,0,0,0,0,0,0,0,0,3.75,0.6025,0.111,3.6500000000000004,0.15150000000000002,2.35,21.7,1933.85
3,0,0,0,0,0,0,0,0,4.449999999999999,0.6845,0.131,4.75,0.22549999999999998,2.65,30.900000000000002,2282.55
2,0,0,0,0,0,0,0,0,5.85,0.725,0.151,8.05,0.2995,3.25,35.5,2631.25
1,0,0,0,0,0,0,0,0,6.550000000000001,0.8065,0.17149999999999999,11.350000000000001,0.33699999999999997,3.55,40.099999999999994,2979.95
