,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,5,10,7,6,6,11,12,13.25,0.8355,0.0043956,25.85,0.1915,2.75,5.9005,179.4875
9,4,4,3,3,3,3,2,2,14.75,0.8825000000000001,0.013340000000000001,4.6235,0.304,1.3465,75.25,1238.75
8,3,2,2,3,2,2,1,1,16.25,0.789,0.02225,36.45,0.040499999999999994,4.15,15.850000000000001,1591.25
7,1,2,1,2,2,2,1,1,2.7425,0.9295,0.0311,41.75,0.22899999999999998,6.25,45.55,1943.75
6,1,1,1,1,2,2,1,1,4.25,0.5545,0.06665,15.25,0.34199999999999997,6.949999999999999,65.35,2296.25
5,1,1,1,1,1,1,1,1,7.25,0.6014999999999999,0.0844,20.549999999999997,0.07835,2.05,85.15,3353.75
4,1,1,0,1,1,1,1,0,10.25,0.6485000000000001,0.03995,52.35,0.11610000000000001,4.85,95.05,533.75
3,0,1,0,0,1,1,0,0,5.75,0.7424999999999999,0.048850000000000005,9.95,0.3795,7.65,25.75,886.25
2,0,1,0,0,0,0,0,0,8.75,0.9764999999999999,0.057749999999999996,31.15,0.154,3.45,35.65,2648.75
1,0,0,0,0,0,0,0,0,11.75,0.6955,0.07555,47.05,0.26649999999999996,5.550000000000001,55.45,3001.25
