,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,8,5,5,5,5,6,12.75,0.986,0.00158895,19.168,0.0812,2.8415,54.949999999999996,403.9125
9,5,5,6,3,3,2,3,3,9.75,0.8195,0.030449999999999998,38.400000000000006,0.3375,7.95,188.15,3477.75
8,3,3,0,3,2,2,2,2,8.2475,0.736,0.00481,64.0,0.22749999999999998,13.05,21.4835,2710.25
7,0,0,0,1,2,2,1,2,8.75,0.764,0.008015,57.599999999999994,0.374,16.45,121.55,7315.25
6,0,0,0,1,1,1,1,1,9.25,0.792,0.011210000000000001,70.4,0.26449999999999996,9.65,221.45,1175.25
5,0,0,0,1,1,1,1,0,10.25,0.847,0.0144,76.8,0.4105,14.75,288.04999999999995,1942.75
4,0,0,0,0,0,1,1,0,10.75,0.875,0.017599999999999998,25.6,0.11785000000000001,18.15,321.35,4245.25
3,0,0,0,0,0,0,0,0,11.25,0.903,0.0208,32.0,0.1545,4.550000000000001,88.25,5012.75
2,0,0,0,0,0,0,0,0,11.75,0.9305,0.024,44.8,0.191,6.25,154.85,5780.25
1,0,0,0,0,0,0,0,0,12.25,0.958,0.027200000000000002,51.2,0.301,11.35,254.75,6547.75
