,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,10,10,11,6,6,9,4,4,11.5,0.935,0.0021136500000000003,19.15,0.2875,1.9,8.247,172.704
9,3,3,3,3,3,3,3,3,12.5,0.9784999999999999,0.0406,15.350000000000001,0.23199999999999998,2.9,18.9,352.79999999999995
8,1,1,0,2,2,2,2,2,3.495,0.587,0.006410000000000001,21.05,0.315,1.099,61.3,1248.8000000000002
7,0,0,0,1,1,0,2,1,4.5,0.6305000000000001,0.010675,3.9405,0.06425,1.2999999999999998,103.7,532.0
6,0,0,0,1,1,0,1,1,5.5,0.6739999999999999,0.014950000000000001,11.55,0.176,1.5,29.5,890.4
5,0,0,0,1,1,0,1,1,6.5,0.7175,0.01925,17.25,0.26,1.7000000000000002,71.9,1428.0
4,0,0,0,0,0,0,1,1,7.5,0.761,0.0235,5.85,0.09215,2.1,93.1,1607.1999999999998
3,0,0,0,0,0,0,0,1,8.5,0.8045,0.02775,7.75,0.12,2.3,40.099999999999994,1786.4
2,0,0,0,0,0,0,0,0,9.5,0.848,0.03205,9.649999999999999,0.14800000000000002,2.5,50.7,711.2
1,0,0,0,0,0,0,0,0,10.5,0.8915,0.03635,13.45,0.20400000000000001,2.7,82.5,1069.6
