ID;avgpathlength;ID;characters_last_in;charcount;connected_components;filename;author;clustering_coefficient;change_rate_mean;subtitle;final_scene_size_index;maxdegree;title;edgecount;clustering_coefficient_random;component_sizes;segment_count;genretitle;density;year;average_path_length_random;all_in_index;change_rate_std;count_type;avgdegree;spearman_rho_avg;spearman_rho_std;top_rank_char_count;top_rank_char_avg;top_rank_char_std;spearman_rho_content_vs_network;degree_reg_type;degree_reg_val;closeness_reg_type;closeness_reg_val;betweenness_reg_type;betweenness_reg_val;strength_reg_type;strength_reg_val;eigenvector_centrality_reg_type;eigenvector_centrality_reg_val;frequency_reg_type;frequency_reg_val;speech_acts_reg_type;speech_acts_reg_val;words_reg_type;words_reg_val
408;1.6584615384615384;408;VALERIA;26;1;1804-Brentano_Clemens-Ponce_de_Leon-lina;Brentano, Clemens;0.8085908247107341;0.650741642617;Lustspiel in fünf Aufzügen;0.038461538461538464;22;Ponce de Leon;121;0.3733971677276837;[26];121;Lustspiel;0.3723076923076923;1804;1.6423569230769315;0.9752066115702479;0.262857152767;scenes;9.307692307692308;0.9234977849868786;0.04023462432093821;1;1.375;;0.9264454869911439;powerlaw;0.5731677654345824;powerlaw;0.5951991839160168;quadratic;0.2882104698234207;powerlaw;0.5153008169139466;powerlaw;0.3328701172825368;powerlaw;0.48497621822975445;powerlaw;0.47014371643425545;quadratic;0.5603566785637588
