,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,13,11,17,13,11,15,20,27,32.8,0.8135,0.00114345,26.0,0.10185,1.198,10.1575,258.9545
9,11,10,8,7,6,12,7,4,25.6,0.938,0.01265,58.0,0.22549999999999998,2.8,28.75,780.6500000000001
8,3,4,3,4,5,3,4,2,30.4,0.607,0.01495,13.168,0.1265,2.0,47.25,1299.75
7,2,3,3,4,4,3,2,1,11.188,0.8965000000000001,0.021949999999999997,51.599999999999994,0.05255,4.0,65.75,4414.35
6,2,3,2,2,4,2,1,1,13.600000000000001,0.9795,0.005765,32.4,0.2005,4.8,121.25,4933.45
5,2,2,2,2,3,0,1,0,18.4,0.6895,0.00807,64.4,0.25,1.6,176.75,1818.85
4,2,2,0,2,2,0,0,0,23.2,0.7725,0.0034600000000000004,70.8,0.27449999999999997,2.4000000000000004,84.25,2337.95
3,0,0,0,1,0,0,0,0,16.0,0.6485000000000001,0.010360000000000001,38.8,0.07735,3.2,102.75,2857.05
2,0,0,0,0,0,0,0,0,20.8,0.731,0.01725,19.6,0.15150000000000002,3.5999999999999996,139.75,3376.1499999999996
1,0,0,0,0,0,0,0,0,28.0,0.855,0.0196,45.2,0.176,4.4,158.25,3895.25
