,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,7,3,4,3,7,6,8.2,0.7645,0.006137999999999999,4.683,0.391,1.4455,18.9685,264.8255
9,3,3,3,3,3,2,2,2,10.6,0.9055,0.0186,28.5,0.0492,2.3499999999999996,55.449999999999996,792.3499999999999
8,2,2,2,2,3,2,1,2,5.800000000000001,0.589,0.118,11.5,0.353,5.05,91.75,2367.05
7,1,2,1,2,1,2,1,1,3.396,0.6595,0.1056,31.9,0.0872,5.95,128.05,1317.25
6,1,1,0,2,1,1,1,1,4.199999999999999,0.6945,0.031,35.3,0.125,3.25,200.65,1842.15
5,1,1,0,1,1,1,1,1,6.6,0.8,0.043399999999999994,8.100000000000001,0.16299999999999998,7.75,345.85,4991.55
4,1,0,0,0,0,1,0,0,9.0,0.6245,0.0558,14.9,0.201,8.649999999999999,164.35,2891.95
3,0,0,0,0,0,1,0,0,5.0,0.7295,0.0682,18.3,0.239,9.55,236.95,3416.8500000000004
2,0,0,0,0,0,0,0,0,7.4,0.8354999999999999,0.0806,21.7,0.277,4.15,273.25,3941.75
1,0,0,0,0,0,0,0,0,9.8,0.8705,0.093,25.1,0.315,6.85,309.54999999999995,4466.65
