,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,2,2,2,2,2,2,1,1,0.9999,0.9999,-0.0001,0.9999,0.70705,0.9999,13.3265,382.9285
9,0,0,0,0,0,0,1,1,0.9991,0.9991,-0.0009,0.9991,0.70645,0.9991,55.65,2582.85
8,0,0,0,0,0,0,0,0,0.9993,0.9993,-0.0007,0.9993,0.7066,0.9993,18.049999999999997,628.45
7,0,0,0,0,0,0,0,0,0.9995,0.9995,-0.0005,0.9995,0.70675,0.9995,22.75,872.75
6,0,0,0,0,0,0,0,0,0.9997,0.9997,-0.00030000000000000003,0.9997,0.7069,0.9997,27.450000000000003,1117.05
5,0,0,0,0,0,0,0,0,1.0001,1.0001,0.0001,1.0001,0.70715,1.0001,32.15,1361.35
4,0,0,0,0,0,0,0,0,1.0003,1.0003,0.00030000000000000003,1.0003,0.7073,1.0003,36.85,1605.65
3,0,0,0,0,0,0,0,0,1.0005,1.0005,0.0005,1.0005,0.70745,1.0005,41.55,1849.9499999999998
2,0,0,0,0,0,0,0,0,1.0007,1.0007,0.0007,1.0007,0.7076,1.0007,46.25,2094.25
1,0,0,0,0,0,0,0,0,1.0009,1.0009,0.0009,1.0009,0.70775,1.0009,50.95,2338.55
