,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,8,8,2,3,2,2,3,6.999499999999999,0.9999,-0.0001,23.700000000000003,0.3015,6.800000000000001,36.95,1358.5500000000002
9,0,0,0,2,2,2,2,2,6.9935,0.9991,-0.0009,36.9,0.46799999999999997,8.0,57.0,3684.75
8,0,0,0,1,1,1,1,1,6.995,0.9993,-0.0007,17.089,0.218,5.594,47.0,968.9115
7,0,0,0,1,1,1,1,1,6.9965,0.9995,-0.0005,19.299999999999997,0.274,14.0,77.0,1746.25
6,0,0,0,1,1,1,1,1,6.997999999999999,0.9997,-0.00030000000000000003,21.5,0.4125,15.2,117.0,4460.15
5,0,0,0,1,0,1,1,0,7.000500000000001,1.0001,0.0001,30.299999999999997,0.246,16.4,127.0,2133.95
4,0,0,0,0,0,0,0,0,7.002000000000001,1.0003,0.00030000000000000003,25.9,0.329,9.2,67.0,2521.65
3,0,0,0,0,0,0,0,0,7.0035,1.0005,0.0005,28.1,0.357,10.4,87.0,2909.35
2,0,0,0,0,0,0,0,0,7.005,1.0007,0.0007,32.5,0.385,11.6,97.0,3297.05
1,0,0,0,0,0,0,0,0,7.0065,1.0009,0.0009,34.7,0.44,12.8,107.0,4072.45
