,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,9,12,6,5,6,11,11,9.350000000000001,0.671,0.010395000000000001,9.286999999999999,0.1003,1.198,13.682,344.71849999999995
9,4,3,5,4,4,6,4,3,8.4455,0.7404999999999999,0.0315,19.7,0.2395,2.0,37.400000000000006,1034.4499999999998
8,3,3,1,3,3,4,2,2,11.149999999999999,0.8095,0.1995,14.5,0.3095,2.8,226.2,1720.75
7,3,2,0,2,2,1,1,1,12.95,0.775,0.052500000000000005,17.1,0.1355,4.0,84.6,5838.549999999999
6,2,1,0,1,2,1,0,1,12.05,0.9824999999999999,0.07350000000000001,11.899999999999999,0.20500000000000002,4.8,61.0,6524.85
5,1,0,0,1,1,0,0,0,16.55,0.7055,0.0945,24.9,0.3795,1.6,108.2,2407.05
4,0,0,0,1,1,0,0,0,10.25,0.8445,0.11549999999999999,32.7,0.4145,2.4000000000000004,131.8,3093.35
3,0,0,0,0,0,0,0,0,13.850000000000001,0.879,0.1365,22.3,0.17049999999999998,3.2,155.39999999999998,3779.65
2,0,0,0,0,0,0,0,0,14.75,0.9135,0.1575,27.5,0.27449999999999997,3.5999999999999996,179.0,4465.950000000001
1,0,0,0,0,0,0,0,0,15.65,0.948,0.1785,30.1,0.34450000000000003,4.4,202.60000000000002,5152.25
