,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,19,6,9,11,12,14,9.55,0.5860000000000001,0.025938000000000003,3.376,0.03245,2.089,12.385,341.7485
9,6,5,1,5,3,3,3,4,5.75,0.537,0.07869999999999999,8.2,0.4165,10.9,35.5,1025.4499999999998
8,4,4,1,2,2,2,2,1,1.9405,0.6345000000000001,0.498,27.4,0.0753,4.300000000000001,58.5,1705.75
7,1,3,0,2,2,2,2,1,3.8499999999999996,0.6835,0.131,32.2,0.1605,6.5,104.5,3066.35
6,1,1,0,2,1,1,1,1,7.65,0.7805,0.1835,37.0,0.11780000000000002,15.299999999999999,81.5,6467.85
5,1,1,0,1,1,1,1,0,13.350000000000001,0.9755,0.236,13.0,0.246,19.700000000000003,219.5,2386.05
4,1,0,0,1,1,1,0,0,19.05,0.732,0.2885,17.8,0.2885,21.9,127.5,3746.65
3,0,0,0,1,1,0,0,0,11.45,0.8295,0.34099999999999997,41.8,0.33099999999999996,8.7,150.5,4426.950000000001
2,0,0,0,1,1,0,0,0,15.25,0.8785000000000001,0.39349999999999996,46.6,0.3735,13.1,173.5,5107.25
1,0,0,0,0,0,0,0,0,17.15,0.927,0.44599999999999995,22.6,0.20350000000000001,17.5,196.5,5787.549999999999
